NODR30A,ALCTRY,ALCREC,IRALCFY,ALCYDAYS,TOTDRINK,IRSEX,AGE_YRS,BOOKED
1,13,1,36,2,36,2,35,2
2,16,1,312,5,312,1,35,2
1,22,1,24,2,24,2,35,2
1,17,1,36,2,36,1,26,1
4,12,1,340,5,340,1,35,1
2,14,1,24,2,24,2,18,2
2,10,1,24,2,24,1,19,2
1,18,1,24,2,24,2,26,2
4,23,1,52,3,52,2,35,2
1,21,1,52,3,52,1,50,2
1,15,1,10,1,10,2,26,2
15,18,1,10,1,10,2,22,2
1,18,1,17,2,1,1,18,2
1,15,1,24,2,24,1,50,1
3,13,1,12,2,12,2,35,2
4,12,1,96,3,96,1,18,1
6,15,1,48,2,48,1,17,2
1,14,1,260,4,260,2,24,2
3,14,1,24,2,24,2,16,2
2,20,1,48,2,48,2,65,2
1,14,1,24,2,24,2,21,2
3,24,1,104,4,104,1,30,2
3,15,1,260,4,260,1,35,1
1,18,1,6,1,6,1,35,2
3,17,1,48,2,48,1,30,2
6,17,1,36,2,36,2,22,1
2,15,1,90,3,90,2,30,2
6,14,1,60,3,60,1,18,2
2,16,1,120,4,120,2,24,2
2,15,1,24,2,24,2,30,1
2,17,1,48,2,48,1,24,2
5,16,1,12,2,12,1,24,2
4,17,1,48,2,48,1,22,2
2,15,1,260,4,260,1,20,1
1,20,1,2,1,2,2,30,2
7,15,1,104,4,104,1,24,2
3,12,1,60,3,60,1,17,1
5,16,1,156,4,156,2,20,2
2,15,1,2,1,2,2,16,2
1,26,1,10,1,10,1,50,2
8,13,1,156,4,156,1,21,2
2,13,1,156,4,156,1,30,2
3,3,1,52,3,52,2,22,1
2,13,1,15,2,15,2,35,1
7,17,1,72,3,72,1,24,2
4,11,1,3,1,3,1,30,1
3,12,1,156,4,156,1,22,2
10,15,1,104,4,104,1,20,2
6,16,1,5,1,5,1,18,2
3,12,1,156,4,156,1,24,1
2,14,1,48,2,48,2,35,2
2,15,1,7,1,7,1,35,2
3,12,1,36,2,36,2,15,2
2,15,1,52,3,52,2,17,2
4,14,1,15,2,15,2,24,1
1,19,1,24,2,24,2,30,2
9,9,1,240,4,240,1,19,2
12,15,1,52,3,52,1,18,2
1,13,1,24,2,24,2,30,2
4,16,1,300,5,300,1,35,1
5,7,1,364,5,364,1,24,2
2,20,1,156,4,156,1,50,2
1,13,1,10,1,10,2,35,2
1,13,1,1,1,1,2,26,2
1,10,1,12,2,12,1,15,2
1,17,1,24,2,24,1,30,2
1,17,1,24,2,24,2,65,2
1,15,1,3,1,3,1,15,1
4,20,1,8,1,8,2,21,2
1,21,1,3,1,3,2,50,2
3,15,1,72,3,72,2,19,2
2,15,1,364,5,364,2,22,2
1,18,1,30,2,30,2,26,2
4,19,1,24,2,24,2,24,1
4,14,1,6,1,6,1,17,2
4,16,1,1,1,1,2,22,2
5,15,1,24,2,24,1,20,2
5,16,1,48,2,48,2,20,2
3,12,1,104,4,104,1,17,1
3,15,1,208,4,208,2,22,2
10,14,1,60,3,60,2,18,2
7,15,1,104,4,104,1,18,2
1,17,1,1,1,52,1,17,2
1,12,1,104,4,104,2,22,2
1,18,1,4,1,4,2,18,2
1,21,1,4,1,4,1,30,2
10,7,1,104,4,104,2,22,1
3,16,1,338,5,364,2,50,2
2,14,1,156,4,156,2,35,2
1,30,1,24,2,24,2,35,1
7,14,1,24,2,24,2,16,2
1,16,1,7,1,7,2,35,2
4,15,1,52,3,52,2,26,2
2,16,1,48,2,48,1,22,1
6,14,1,36,2,36,1,17,1
8,22,1,104,4,104,1,30,1
4,14,1,18,2,24,2,15,1
20,12,1,240,4,240,2,24,1
10,12,1,104,4,104,1,17,2
2,17,1,52,3,52,2,21,2
2,14,1,16,2,24,2,15,2
5,17,1,52,3,52,1,20,1
1,14,1,3,1,3,2,14,2
3,16,1,364,5,364,1,22,1
5,18,1,156,4,156,1,30,2
1,19,1,364,5,364,1,65,2
15,9,1,30,2,30,1,15,1
1,15,1,12,2,12,2,35,2
8,13,1,52,3,52,2,19,2
3,14,1,10,1,10,1,26,2
4,17,1,48,2,48,2,26,2
3,16,1,144,4,144,1,26,2
10,15,1,120,4,120,2,21,2
2,13,1,6,1,6,1,35,2
12,12,1,104,4,104,1,20,1
1,13,1,104,4,104,1,15,2
5,13,1,104,4,104,2,15,2
6,14,1,208,4,208,2,18,2
2,16,1,48,2,48,2,30,2
5,15,1,260,4,260,1,24,1
8,13,1,208,4,208,1,18,1
12,15,1,52,3,52,1,21,2
5,17,1,36,2,36,1,24,1
4,14,1,10,1,10,2,22,2
1,18,1,18,2,18,2,22,2
4,20,1,5,1,5,2,21,2
3,15,1,60,3,60,2,30,2
1,17,1,3,1,3,2,19,2
6,16,1,48,2,48,2,19,2
2,9,1,90,3,90,1,22,1
2,13,1,24,2,24,1,65,2
2,15,1,156,4,156,2,35,2
2,15,1,36,2,36,2,22,2
2,16,1,52,3,52,2,26,2
3,17,1,204,4,204,1,26,1
2,17,1,48,2,48,2,35,2
8,16,1,365,5,365,1,35,1
6,14,1,104,4,104,1,20,2
3,16,1,48,2,48,2,20,2
7,11,1,60,3,60,1,35,2
2,12,1,12,2,12,2,22,2
1,12,1,25,2,25,1,35,2
15,14,1,156,4,156,1,20,2
3,20,1,60,3,60,2,21,1
3,5,1,120,4,120,1,18,2
3,14,1,104,4,104,2,30,1
1,20,1,24,2,24,1,35,1
1,18,1,17,2,36,1,18,2
7,12,1,48,2,48,1,15,2
6,13,1,300,5,300,1,16,1
2,16,1,104,4,104,2,30,2
3,17,1,312,5,312,1,24,1
2,14,1,6,1,6,1,26,1
4,17,1,72,3,72,1,22,2
4,16,1,10,1,10,2,21,2
1,45,1,104,4,104,2,65,2
3,19,1,104,4,104,2,30,2
2,12,1,24,2,24,1,18,2
2,17,1,48,2,48,1,19,2
12,18,1,104,4,104,1,22,1
2,14,1,10,1,10,2,14,2
1,10,1,10,1,10,1,26,1
1,13,1,52,3,52,1,15,1
4,16,1,36,2,36,1,35,1
8,15,1,6,1,6,1,35,1
3,15,1,72,3,72,2,22,2
2,14,1,60,3,60,2,22,2
2,14,1,48,2,48,1,20,2
4,12,1,120,4,120,2,22,2
5,16,1,60,3,60,1,20,2
5,16,1,208,4,208,1,20,2
5,16,1,104,4,104,2,22,2
2,11,1,1,1,1,1,13,2
2,15,1,21,2,21,2,35,2
2,18,1,104,4,104,2,21,2
1,19,1,8,1,8,1,50,2
2,15,1,104,4,104,2,21,1
7,15,1,60,3,60,2,17,2
4,18,1,156,4,156,1,35,2
2,13,1,156,4,156,2,26,2
6,17,1,156,4,156,1,35,1
2,15,1,6,1,6,2,35,2
14,16,1,104,4,104,1,18,2
6,13,1,156,4,156,1,16,2
5,13,1,84,3,84,2,22,2
2,25,1,120,4,120,2,35,2
4,15,1,52,3,52,1,18,2
2,14,1,1,1,1,2,14,2
12,14,1,120,4,120,2,21,1
1,16,1,260,4,260,1,26,2
12,13,1,120,4,120,1,30,2
3,10,1,20,2,20,2,15,2
2,18,1,60,3,60,2,24,2
1,16,1,24,2,24,2,35,2
6,18,1,208,4,208,1,24,1
5,18,1,60,3,60,1,21,2
4,11,1,1,1,1,2,16,2
1,21,1,132,4,132,1,35,2
6,6,1,260,4,260,1,30,1
6,10,1,312,5,312,1,24,2
2,21,1,12,2,12,2,30,2
3,16,1,29,2,60,1,16,2
3,16,1,208,4,208,2,35,2
8,16,1,60,3,60,1,30,1
1,21,1,36,2,36,2,24,2
6,15,1,3,1,3,2,15,2
3,12,1,84,3,84,1,22,2
5,16,1,5,1,5,1,16,2
6,15,1,60,3,60,1,21,1
3,14,1,260,4,260,1,35,2
23,12,1,52,3,52,1,21,1
3,12,1,312,5,312,1,35,2
6,15,1,60,3,60,2,24,2
6,14,1,120,4,120,2,18,1
2,15,1,4,1,4,2,35,2
10,17,1,104,4,104,1,19,2
1,17,1,260,4,260,2,35,2
4,16,1,104,4,104,1,24,1
2,13,1,72,3,72,2,15,2
2,12,1,36,2,36,2,15,1
5,13,1,104,4,104,1,22,1
4,13,1,104,4,104,1,24,1
6,20,1,312,5,312,2,35,2
2,16,1,36,2,36,2,24,2
4,16,1,104,4,104,2,24,1
1,18,1,104,4,104,1,20,2
2,17,1,52,3,52,1,19,2
4,12,1,120,4,120,1,24,2
3,11,1,10,1,10,1,19,1
4,15,1,12,2,12,2,22,2
3,13,1,60,3,60,2,16,2
3,18,1,120,4,120,2,22,2
11,16,1,10,1,10,1,17,2
3,16,1,156,4,156,2,22,1
1,15,1,15,2,15,1,35,1
2,18,1,84,3,84,2,35,2
6,12,1,52,3,52,2,16,2
4,17,1,91,3,104,2,18,2
1,21,1,12,2,52,1,22,2
6,7,1,156,4,156,1,21,2
1,13,1,260,4,260,2,15,2
2,13,1,60,3,60,2,22,2
1,32,1,208,4,208,2,50,2
5,15,1,300,5,300,2,22,2
1,16,1,24,2,24,1,26,2
1,16,1,6,1,6,2,35,2
2,15,1,156,4,156,1,35,1
3,20,1,104,4,104,2,21,2
9,15,1,360,5,360,1,20,1
1,18,1,4,1,4,1,19,2
6,15,1,36,2,36,1,35,2
3,16,1,156,4,156,1,35,1
2,15,1,3,1,3,2,24,2
6,17,1,120,4,120,1,21,2
3,16,1,10,1,10,2,21,2
20,13,1,52,3,52,1,19,1
2,10,1,12,2,12,2,22,2
20,17,1,34,2,48,2,17,2
5,11,1,52,3,52,2,20,1
1,8,1,48,2,48,2,30,2
3,21,1,156,4,156,1,24,1
6,13,1,35,2,35,1,16,2
3,17,1,7,1,7,2,20,2
2,18,1,60,3,60,1,50,2
2,15,1,120,4,120,1,35,2
1,18,1,72,3,72,2,35,2
2,10,1,52,3,52,1,19,2
3,16,1,12,2,12,2,20,2
1,10,1,52,3,52,1,65,2
4,14,1,48,2,48,2,19,1
2,15,1,36,2,36,1,30,2
3,15,1,15,2,15,2,22,2
3,17,1,36,2,36,2,26,2
2,18,1,6,1,6,2,35,2
6,16,1,364,5,364,1,50,1
2,16,1,156,4,156,2,22,2
2,18,1,208,4,208,1,35,2
7,6,1,60,3,60,2,16,2
6,19,1,5,1,5,2,21,2
3,16,1,208,4,208,1,20,2
6,14,1,156,4,156,2,21,2
10,16,1,250,4,250,1,22,2
3,15,1,156,4,156,2,30,2
1,16,1,52,3,52,1,35,1
2,13,1,60,3,60,2,15,1
2,21,1,24,2,24,2,22,1
2,15,1,48,2,48,1,35,2
6,6,1,104,4,104,1,15,1
2,16,1,15,2,15,2,22,2
4,17,1,104,4,104,1,35,2
2,16,1,52,3,52,2,22,2
2,16,1,260,4,260,1,50,2
3,13,1,6,1,6,2,35,2
6,18,1,120,4,120,1,35,2
1,17,1,12,2,12,2,35,2
6,13,1,52,3,52,2,20,2
1,18,1,3,1,3,1,19,2
5,16,1,4,1,4,2,20,2
2,8,1,15,2,15,1,18,2
3,17,1,12,2,12,2,35,2
1,14,1,120,4,120,2,22,2
1,12,1,60,3,60,2,24,2
3,18,1,192,4,192,2,21,2
1,18,1,36,2,36,1,22,2
10,16,1,48,2,48,1,20,2
4,12,1,260,4,260,1,24,1
18,20,1,24,2,24,1,35,1
3,17,1,364,5,364,1,50,2
4,12,1,24,2,24,1,19,2
5,14,1,180,4,180,1,24,1
6,14,1,104,4,104,2,20,2
6,12,1,24,2,24,2,22,2
6,15,1,364,5,364,1,35,1
1,21,1,7,1,7,1,30,2
2,19,1,60,3,60,2,35,2
8,13,1,104,4,104,1,20,2
4,16,1,8,1,8,2,35,2
1,16,1,260,4,260,1,65,2
9,5,1,5,1,5,2,19,2
7,15,1,12,2,12,1,30,2
2,14,1,48,2,48,1,16,2
6,18,1,364,5,364,1,24,2
5,13,1,48,2,48,2,26,1
5,19,1,48,2,48,1,35,2
2,14,1,1,1,1,2,20,2
1,21,1,24,2,24,2,35,2
3,19,1,156,4,156,2,22,2
6,16,1,48,2,48,1,19,2
6,16,1,10,1,10,1,50,1
3,15,1,312,5,312,2,35,2
1,21,1,48,2,48,2,26,2
6,13,1,3,1,3,1,26,1
5,6,1,156,4,156,1,17,1
1,18,1,24,2,24,2,30,2
2,13,1,60,3,60,1,17,2
3,15,1,48,2,48,2,26,2
2,12,1,208,4,208,2,35,2
2,18,1,52,3,52,2,35,2
1,18,1,12,2,12,2,24,2
4,17,1,36,2,36,2,22,2
6,17,1,52,3,52,2,20,2
2,15,1,120,4,120,2,22,2
3,15,1,208,4,208,1,35,2
9,16,1,45,2,45,2,30,2
2,16,1,60,3,60,2,24,2
6,17,1,4,1,4,2,20,2
2,15,1,2,1,2,2,50,2
2,14,1,1,1,1,2,16,1
9,13,1,156,4,156,2,18,1
1,11,1,104,4,104,2,14,1
3,14,1,104,4,104,2,26,2
5,15,1,156,4,156,1,20,1
6,7,1,48,2,48,2,22,2
2,14,1,364,5,364,1,35,2
2,13,1,24,2,24,2,35,2
10,16,1,36,2,36,2,22,2
5,16,1,104,4,104,1,22,1
4,12,1,240,4,240,1,21,1
1,25,1,3,1,3,1,35,2
2,12,1,36,2,36,1,22,2
2,15,1,156,4,156,1,24,2
3,12,1,156,4,156,1,20,2
8,11,1,156,4,156,1,12,2
4,10,1,48,2,48,1,26,2
3,17,1,52,3,52,1,35,2
5,16,1,24,2,24,2,24,1
9,15,1,156,4,156,1,17,1
1,25,1,15,2,15,2,35,2
1,18,1,264,4,264,2,50,2
4,18,1,364,5,364,1,50,2
25,18,1,120,4,120,2,22,2
8,14,1,156,4,156,1,35,1
1,18,1,52,3,52,2,50,2
5,12,1,72,3,72,1,19,2
1,17,1,12,2,12,2,35,2
6,12,1,100,4,100,1,19,1
1,20,1,156,4,156,1,35,1
3,16,1,24,2,24,2,21,2
1,17,1,24,2,24,1,65,2
1,16,1,48,2,48,1,50,2
7,13,1,72,3,72,1,16,2
4,13,1,60,3,60,1,24,1
2,21,1,364,5,364,1,50,1
4,13,1,312,5,312,1,26,1
1,17,1,52,3,52,2,35,2
1,16,1,10,1,10,2,35,2
6,15,1,36,2,36,2,35,2
8,14,1,36,2,36,1,17,2
2,13,1,24,2,24,2,21,2
3,18,1,156,4,156,2,19,2
1,20,1,16,2,16,2,22,2
3,17,1,156,4,156,1,50,2
4,13,1,364,5,364,1,35,1
3,16,1,48,2,48,1,35,1
3,20,1,48,2,48,2,24,2
10,19,1,4,1,4,2,21,2
4,18,1,7,1,12,1,18,2
3,16,1,36,2,36,2,30,2
13,17,1,52,3,52,1,22,2
29,18,1,52,3,52,1,30,2
3,14,1,260,4,260,1,35,2
3,15,1,12,2,12,1,35,1
6,13,1,52,3,52,1,15,2
1,18,1,6,1,6,1,20,2
4,16,1,350,5,350,1,50,2
3,17,1,36,2,36,2,26,2
1,19,1,5,1,5,1,35,1
2,15,1,156,4,156,1,30,1
4,22,1,156,4,156,2,24,2
4,17,1,12,2,12,1,20,2
12,15,1,260,4,260,1,35,2
3,18,1,24,2,24,2,22,2
2,13,1,363,5,364,2,35,1
6,16,1,96,3,96,1,24,1
1,14,1,156,4,156,1,26,2
7,15,1,156,4,156,1,20,2
8,13,1,104,4,104,1,30,1
3,16,1,10,1,10,1,50,2
4,18,1,144,4,144,1,22,2
2,21,1,52,3,52,2,22,2
14,21,1,48,2,48,2,35,2
1,15,1,10,1,10,1,35,1
5,21,1,52,3,52,2,22,2
1,16,1,60,3,60,2,30,2
5,21,1,16,2,24,2,22,2
2,17,1,96,3,96,2,22,2
2,18,1,4,1,4,2,19,2
1,19,1,24,2,24,2,22,2
7,16,1,36,2,36,2,30,2
2,15,1,156,4,156,2,16,1
1,15,1,36,2,36,2,22,2
12,19,1,312,5,312,1,24,1
2,12,1,200,4,200,1,24,2
5,17,1,3,1,3,2,24,2
3,18,1,104,4,104,1,24,1
6,14,1,24,2,24,1,35,1
2,11,1,60,3,60,2,13,2
1,18,1,48,2,48,1,22,2
2,16,1,208,4,208,2,26,1
5,15,1,52,3,52,1,21,2
2,15,1,8,1,8,2,20,2
3,17,1,60,3,60,1,24,2
3,18,1,36,2,36,2,24,2
2,15,1,36,2,36,2,24,2
1,17,1,24,2,24,2,35,2
1,14,1,156,4,156,2,35,2
6,15,1,260,4,260,1,24,1
6,16,1,72,3,72,1,35,1
4,18,1,156,4,156,1,35,2
1,9,1,250,4,250,2,21,2
10,16,1,300,5,300,1,19,2
4,15,1,180,4,180,1,35,2
5,14,1,156,4,156,2,15,2
3,13,1,60,3,60,2,19,2
1,22,1,45,2,45,1,35,2
1,19,1,340,5,360,1,24,2
8,15,1,6,1,6,1,15,2
1,17,1,48,2,48,2,50,2
3,13,1,260,4,260,2,26,2
2,17,1,84,3,84,1,21,2
3,14,1,52,3,52,1,22,2
4,15,1,104,4,104,1,35,2
3,16,1,156,4,156,2,30,2
10,12,1,52,3,52,1,17,1
3,17,1,52,3,52,2,50,2
2,15,1,355,5,360,2,50,2
4,25,1,52,3,52,1,35,2
4,17,1,84,3,84,1,22,2
12,15,1,180,4,180,1,20,2
4,14,1,96,3,96,2,15,2
3,16,1,104,4,104,2,24,2
1,25,1,52,3,52,2,65,2
1,14,1,1,1,1,1,14,1
1,14,1,104,4,104,1,22,2
6,13,1,208,4,208,2,22,2
1,21,1,208,4,208,1,30,2
1,21,1,36,2,36,1,24,2
15,12,1,24,2,24,1,14,1
4,17,1,10,1,10,1,24,2
1,15,1,52,3,52,1,17,2
6,17,1,120,4,120,2,35,2
5,13,1,48,2,48,1,19,1
3,17,1,36,2,36,1,21,2
1,22,1,52,3,52,2,65,2
15,11,1,300,5,300,1,21,1
3,14,1,60,3,60,2,35,2
4,14,1,60,3,60,2,22,2
7,14,1,208,4,208,1,20,1
6,15,1,156,4,156,2,20,2
2,18,1,300,5,300,1,24,2
1,18,1,104,4,104,1,65,2
4,14,1,12,2,12,2,30,2
2,15,1,5,1,5,1,26,2
1,13,1,104,4,104,1,35,2
4,20,1,24,2,24,2,24,2
5,16,1,120,4,120,2,17,2
72,15,1,156,4,156,2,30,1
1,15,1,10,1,10,2,20,2
8,14,1,36,2,36,1,17,1
2,15,1,48,2,48,1,22,2
1,14,1,10,1,10,1,35,2
5,15,1,156,4,156,2,35,2
2,6,1,156,4,156,1,24,2
3,11,1,260,4,260,1,24,1
3,14,1,10,1,10,1,17,2
3,20,1,100,4,100,1,24,2
2,20,1,10,1,10,2,30,2
2,14,1,4,1,4,2,14,2
2,14,1,36,2,36,2,17,2
2,13,1,12,2,12,2,15,2
1,13,1,3,1,3,2,14,2
12,15,1,72,3,72,1,22,1
4,19,1,12,2,12,2,21,1
2,16,1,36,2,36,2,65,2
5,25,1,5,1,5,1,35,2
3,13,1,52,3,52,2,18,1
3,9,1,52,3,52,2,13,2
3,20,1,364,5,364,2,35,2
6,13,1,260,4,260,1,35,2
1,18,1,20,2,20,2,24,2
5,16,1,52,3,52,2,22,1
5,16,1,12,2,12,2,21,2
3,19,1,24,2,24,2,24,2
2,14,1,36,2,36,2,20,2
12,15,1,120,4,120,1,22,2
9,15,1,48,2,48,2,18,2
1,14,1,10,1,10,2,17,2
1,21,1,156,4,156,2,35,2
1,16,1,3,1,3,1,65,1
3,16,1,12,2,12,2,24,2
40,14,1,60,3,60,1,18,2
3,14,1,104,4,104,1,21,2
6,14,1,34,2,48,2,15,2
3,16,1,72,3,72,1,22,2
2,20,1,48,2,48,2,35,2
7,15,1,347,5,364,2,17,2
6,13,1,108,4,108,2,18,1
1,18,1,6,1,6,1,26,2
6,14,1,156,4,156,2,22,2
1,21,1,48,2,48,1,24,2
9,12,1,156,4,156,2,14,1
1,16,1,4,1,4,2,35,1
6,16,1,30,2,30,1,24,2
6,15,1,24,2,24,1,17,1
2,15,1,52,3,52,2,35,2
12,16,1,208,4,208,1,35,2
3,16,1,60,3,60,2,21,1
2,18,1,180,4,180,1,50,2
5,16,1,156,4,156,1,35,2
10,14,1,208,4,208,1,15,1
5,13,1,208,4,208,1,21,1
6,17,1,72,3,72,1,24,1
2,18,1,36,2,36,2,50,2
7,14,1,156,4,156,1,18,2
1,18,1,52,3,52,2,20,2
4,16,1,24,2,24,2,35,2
1,13,1,260,4,260,1,15,2
10,14,1,120,4,120,2,16,1
10,15,1,60,3,60,1,17,2
1,17,1,3,1,3,2,35,2
6,20,1,104,4,104,1,24,2
1,17,1,5,1,5,1,20,2
1,15,1,6,1,6,2,30,2
5,15,1,48,2,48,2,26,2
2,18,1,12,2,12,1,35,2
10,15,1,36,2,36,1,35,2
12,14,1,156,4,156,1,24,2
8,12,1,36,2,36,1,17,2
3,1,1,208,4,208,2,30,2
3,14,1,156,4,156,2,17,2
1,18,1,156,4,156,2,50,2
3,19,1,48,2,48,2,21,2
2,17,1,120,4,120,1,19,2
4,13,1,72,3,72,1,30,2
2,14,1,72,3,72,2,22,2
4,18,1,156,4,156,1,22,2
1,12,1,52,3,52,1,17,1
1,15,1,104,4,104,2,21,2
5,15,1,36,2,36,1,26,2
2,19,1,104,4,104,2,21,2
2,15,1,360,5,360,1,50,2
20,12,1,104,4,104,1,30,2
8,15,1,36,2,36,1,26,1
6,16,1,50,3,50,1,18,2
3,17,1,360,5,360,1,35,2
2,13,1,12,2,12,1,17,2
3,16,1,156,4,156,1,19,1
1,28,1,7,1,7,2,35,2
6,17,1,104,4,104,1,26,2
3,17,1,208,4,208,1,50,2
30,17,1,104,4,104,2,20,2
3,15,1,6,1,6,1,16,2
1,12,1,7,1,7,1,35,2
6,15,1,48,2,48,1,19,2
2,15,1,104,4,104,1,22,2
1,16,1,24,2,24,2,35,2
1,16,1,104,4,104,2,22,2
3,14,1,260,4,260,1,26,2
2,16,1,9,1,12,2,17,2
3,16,1,10,1,10,2,21,2
6,16,1,36,2,36,2,19,2
5,17,1,24,2,24,2,22,2
2,15,1,104,4,104,1,30,2
20,16,1,17,2,17,1,35,1
3,13,1,208,4,208,1,24,2
3,12,1,60,3,60,2,22,2
1,14,1,60,3,60,2,35,2
1,17,1,3,1,3,1,50,2
10,18,1,36,2,36,1,35,2
3,18,1,104,4,104,1,35,2
1,15,1,48,2,48,2,35,2
5,14,1,156,4,156,1,20,2
15,14,1,104,4,104,1,18,1
1,18,1,7,1,7,2,19,2
6,15,1,60,3,60,2,20,1
1,15,1,12,2,12,2,35,1
6,14,1,104,4,104,2,21,2
3,13,1,150,4,150,1,22,1
10,16,1,52,3,52,1,26,2
1,35,1,156,4,156,1,65,2
7,15,1,156,4,156,1,22,1
3,14,1,60,3,60,1,16,2
1,16,1,1,1,1,1,30,2
2,13,1,156,4,156,1,30,2
1,14,1,30,2,30,1,30,2
1,15,1,2,1,2,2,15,2
4,18,1,84,3,84,2,22,2
6,19,1,156,4,156,1,24,2
3,16,1,12,2,12,2,18,2
1,10,1,4,1,4,1,14,2
8,15,1,208,4,208,1,26,1
7,19,1,60,3,60,1,24,2
1,15,1,52,3,52,1,17,1
4,15,1,276,4,276,2,24,1
3,16,1,24,2,24,2,19,2
4,13,1,104,4,104,1,30,1
2,15,1,156,4,156,1,35,2
3,10,1,156,4,156,1,30,2
6,12,1,104,4,104,1,20,2
2,9,1,104,4,104,2,24,2
3,14,1,30,2,30,1,17,2
3,17,1,52,3,52,1,19,2
4,16,1,24,2,24,2,19,2
3,18,1,264,4,264,1,20,2
1,17,1,208,4,208,1,35,2
5,15,1,90,3,90,2,24,2
6,14,1,104,4,104,2,17,2
6,16,1,312,5,312,2,35,2
4,16,1,208,4,208,2,22,2
2,19,1,104,4,104,2,20,2
2,17,1,6,1,6,2,17,2
3,15,1,6,1,6,1,17,2
10,8,1,350,5,364,2,16,2
5,15,1,4,1,4,1,24,2
2,14,1,208,4,208,1,22,1
6,13,1,2,1,2,2,15,2
4,14,1,288,4,288,2,17,2
7,16,1,365,5,365,1,35,1
5,14,1,104,4,104,1,21,1
4,16,1,48,2,48,2,35,2
10,15,1,60,3,60,1,18,2
4,13,1,10,1,10,2,24,2
1,18,1,52,3,52,2,50,2
3,20,1,208,4,208,2,22,2
6,11,1,260,4,260,1,26,2
15,13,1,120,4,120,1,19,1
4,15,1,104,4,104,2,26,2
1,18,1,208,4,208,1,50,2
2,17,1,208,4,208,1,24,2
7,16,1,104,4,104,1,19,2
3,12,1,156,4,156,1,26,1
6,9,1,24,2,24,1,65,2
1,17,1,52,3,52,2,35,2
1,19,1,104,4,104,2,35,2
4,14,1,365,5,365,1,35,2
12,13,1,52,3,52,1,17,2
1,17,1,20,2,20,2,30,2
3,13,1,4,1,24,2,13,2
6,18,1,48,2,48,1,50,2
1,18,1,3,1,3,2,35,2
2,13,1,2,1,2,1,16,2
2,16,1,12,2,12,2,35,2
3,12,1,52,3,52,1,18,2
30,8,1,364,5,364,1,24,1
2,30,1,104,4,104,2,35,2
1,20,1,240,4,240,2,50,2
3,18,1,48,2,48,1,35,1
3,14,1,30,2,30,2,24,2
6,10,1,84,3,84,1,30,1
4,16,1,192,4,192,1,35,2
2,15,1,156,4,156,2,50,2
15,12,1,120,4,120,1,17,1
1,14,1,156,4,156,1,35,1
3,18,1,72,3,72,2,20,2
2,18,1,24,2,24,2,30,2
4,17,1,208,4,208,2,26,2
5,15,1,144,4,144,2,35,2
2,15,1,5,1,5,2,35,2
1,18,1,12,2,12,2,35,2
8,18,1,104,4,104,1,22,2
2,13,1,104,4,104,1,35,2
2,13,1,312,5,312,1,22,2
3,15,1,104,4,104,1,22,2
4,13,1,24,2,24,2,19,2
3,17,1,48,2,48,2,35,2
6,18,1,120,4,120,1,19,2
11,16,1,48,2,48,2,18,2
3,14,1,30,2,30,1,14,1
1,17,1,36,2,36,1,35,2
6,12,1,104,4,104,1,20,1
1,10,1,5,1,5,1,14,2
1,20,1,5,1,5,2,26,2
5,15,1,104,4,104,1,19,1
4,15,1,20,2,20,1,35,2
3,18,1,36,2,36,1,22,2
1,18,1,260,4,260,2,35,2
3,18,1,7,1,52,1,18,2
2,16,1,48,2,48,2,35,1
8,15,1,60,3,60,1,26,1
20,15,1,52,3,52,2,22,1
1,15,1,2,1,2,2,15,2
1,16,1,84,3,84,1,30,2
1,15,1,40,2,40,2,35,2
2,17,1,100,4,100,1,26,1
3,15,1,2,1,24,2,15,2
3,19,1,52,3,52,2,21,2
1,18,1,156,4,156,2,35,2
1,18,1,36,2,36,2,21,2
12,15,1,156,4,156,1,30,2
2,17,1,12,2,12,2,35,2
3,15,1,14,2,24,2,15,2
3,15,1,95,3,95,1,22,2
2,14,1,344,5,364,1,20,2
6,14,1,104,4,104,2,24,2
12,20,1,12,2,12,1,24,1
1,14,1,24,2,24,2,35,2
5,12,1,12,2,12,1,15,2
1,18,1,6,1,6,2,35,2
3,13,1,24,2,24,2,17,2
5,12,1,156,4,156,2,19,2
6,15,1,104,4,104,1,50,1
2,15,1,104,4,104,1,65,2
6,13,1,52,3,52,1,17,2
1,13,1,2,1,2,2,13,2
8,17,1,35,2,35,1,21,2
3,20,1,5,1,5,2,35,1
1,16,1,6,1,6,1,50,2
1,18,1,12,2,12,2,35,2
2,26,1,4,1,4,1,26,2
2,16,1,96,3,96,1,24,1
3,12,1,288,4,288,2,17,2
2,18,1,156,4,156,1,30,2
1,13,1,48,2,48,2,22,2
1,15,1,36,2,36,2,30,2
6,15,1,2,1,2,1,17,2
4,14,1,364,5,364,1,35,2
1,16,1,2,1,2,2,35,2
2,16,1,12,2,12,2,35,2
12,14,1,104,4,104,1,20,1
3,14,1,48,2,48,1,24,2
1,12,1,104,4,104,1,35,1
6,16,1,52,3,52,1,35,1
7,17,1,48,2,48,2,22,2
1,21,1,12,2,12,2,30,2
3,17,1,72,3,72,1,35,2
4,12,1,52,3,52,2,19,1
5,14,1,24,2,24,1,21,1
4,16,1,24,2,24,2,20,2
1,19,1,12,2,12,2,35,2
2,17,1,52,3,52,2,50,2
4,15,1,156,4,156,1,26,2
2,15,1,96,3,96,2,35,2
10,14,1,84,3,84,2,20,2
4,15,1,18,2,18,2,21,2
